Series id,Year,Period,Value,MoYr
LNS14000000,1994,Jul,6.1,1994-07-01
LNS14000000,1994,Aug,6.0,1994-08-01
LNS14000000,1994,Sep,5.9,1994-09-01
LNS14000000,1994,Oct,5.8,1994-10-01
LNS14000000,1994,Nov,5.6,1994-11-01
LNS14000000,1994,Dec,5.5,1994-12-01
LNS14000000,1995,Jan,5.6,1995-01-01
LNS14000000,1995,Feb,5.4,1995-02-01
LNS14000000,1995,Mar,5.4,1995-03-01
LNS14000000,1995,Apr,5.8,1995-04-01
LNS14000000,1995,May,5.6,1995-05-01
LNS14000000,1995,Jun,5.6,1995-06-01
LNS14000000,1995,Jul,5.7,1995-07-01
LNS14000000,1995,Aug,5.7,1995-08-01
LNS14000000,1995,Sep,5.6,1995-09-01
LNS14000000,1995,Oct,5.5,1995-10-01
LNS14000000,1995,Nov,5.6,1995-11-01
LNS14000000,1995,Dec,5.6,1995-12-01
LNS14000000,1996,Jan,5.6,1996-01-01
LNS14000000,1996,Feb,5.5,1996-02-01
LNS14000000,1996,Mar,5.5,1996-03-01
LNS14000000,1996,Apr,5.6,1996-04-01
LNS14000000,1996,May,5.6,1996-05-01
LNS14000000,1996,Jun,5.3,1996-06-01
LNS14000000,1996,Jul,5.5,1996-07-01
LNS14000000,1996,Aug,5.1,1996-08-01
LNS14000000,1996,Sep,5.2,1996-09-01
LNS14000000,1996,Oct,5.2,1996-10-01
LNS14000000,1996,Nov,5.4,1996-11-01
LNS14000000,1996,Dec,5.4,1996-12-01
LNS14000000,1997,Jan,5.3,1997-01-01
LNS14000000,1997,Feb,5.2,1997-02-01
LNS14000000,1997,Mar,5.2,1997-03-01
LNS14000000,1997,Apr,5.1,1997-04-01
LNS14000000,1997,May,4.9,1997-05-01
LNS14000000,1997,Jun,5.0,1997-06-01
LNS14000000,1997,Jul,4.9,1997-07-01
LNS14000000,1997,Aug,4.8,1997-08-01
LNS14000000,1997,Sep,4.9,1997-09-01
LNS14000000,1997,Oct,4.7,1997-10-01
LNS14000000,1997,Nov,4.6,1997-11-01
LNS14000000,1997,Dec,4.7,1997-12-01
LNS14000000,1998,Jan,4.6,1998-01-01
LNS14000000,1998,Feb,4.6,1998-02-01
LNS14000000,1998,Mar,4.7,1998-03-01
LNS14000000,1998,Apr,4.3,1998-04-01
LNS14000000,1998,May,4.4,1998-05-01
LNS14000000,1998,Jun,4.5,1998-06-01
LNS14000000,1998,Jul,4.5,1998-07-01
LNS14000000,1998,Aug,4.5,1998-08-01
LNS14000000,1998,Sep,4.6,1998-09-01
LNS14000000,1998,Oct,4.5,1998-10-01
LNS14000000,1998,Nov,4.4,1998-11-01
LNS14000000,1998,Dec,4.4,1998-12-01
LNS14000000,1999,Jan,4.3,1999-01-01
LNS14000000,1999,Feb,4.4,1999-02-01
LNS14000000,1999,Mar,4.2,1999-03-01
LNS14000000,1999,Apr,4.3,1999-04-01
LNS14000000,1999,May,4.2,1999-05-01
LNS14000000,1999,Jun,4.3,1999-06-01
LNS14000000,1999,Jul,4.3,1999-07-01
LNS14000000,1999,Aug,4.2,1999-08-01
LNS14000000,1999,Sep,4.2,1999-09-01
LNS14000000,1999,Oct,4.1,1999-10-01
LNS14000000,1999,Nov,4.1,1999-11-01
LNS14000000,1999,Dec,4.0,1999-12-01
LNS14000000,2000,Jan,4.0,2000-01-01
LNS14000000,2000,Feb,4.1,2000-02-01
LNS14000000,2000,Mar,4.0,2000-03-01
LNS14000000,2000,Apr,3.8,2000-04-01
LNS14000000,2000,May,4.0,2000-05-01
LNS14000000,2000,Jun,4.0,2000-06-01
LNS14000000,2000,Jul,4.0,2000-07-01
LNS14000000,2000,Aug,4.1,2000-08-01
LNS14000000,2000,Sep,3.9,2000-09-01
LNS14000000,2000,Oct,3.9,2000-10-01
LNS14000000,2000,Nov,3.9,2000-11-01
LNS14000000,2000,Dec,3.9,2000-12-01
LNS14000000,2001,Jan,4.2,2001-01-01
LNS14000000,2001,Feb,4.2,2001-02-01
LNS14000000,2001,Mar,4.3,2001-03-01
LNS14000000,2001,Apr,4.4,2001-04-01
LNS14000000,2001,May,4.3,2001-05-01
LNS14000000,2001,Jun,4.5,2001-06-01
LNS14000000,2001,Jul,4.6,2001-07-01
LNS14000000,2001,Aug,4.9,2001-08-01
LNS14000000,2001,Sep,5.0,2001-09-01
LNS14000000,2001,Oct,5.3,2001-10-01
LNS14000000,2001,Nov,5.5,2001-11-01
LNS14000000,2001,Dec,5.7,2001-12-01
LNS14000000,2002,Jan,5.7,2002-01-01
LNS14000000,2002,Feb,5.7,2002-02-01
LNS14000000,2002,Mar,5.7,2002-03-01
LNS14000000,2002,Apr,5.9,2002-04-01
LNS14000000,2002,May,5.8,2002-05-01
LNS14000000,2002,Jun,5.8,2002-06-01
LNS14000000,2002,Jul,5.8,2002-07-01
LNS14000000,2002,Aug,5.7,2002-08-01
LNS14000000,2002,Sep,5.7,2002-09-01
LNS14000000,2002,Oct,5.7,2002-10-01
LNS14000000,2002,Nov,5.9,2002-11-01
LNS14000000,2002,Dec,6.0,2002-12-01
LNS14000000,2003,Jan,5.8,2003-01-01
LNS14000000,2003,Feb,5.9,2003-02-01
LNS14000000,2003,Mar,5.9,2003-03-01
LNS14000000,2003,Apr,6.0,2003-04-01
LNS14000000,2003,May,6.1,2003-05-01
LNS14000000,2003,Jun,6.3,2003-06-01
LNS14000000,2003,Jul,6.2,2003-07-01
LNS14000000,2003,Aug,6.1,2003-08-01
LNS14000000,2003,Sep,6.1,2003-09-01
LNS14000000,2003,Oct,6.0,2003-10-01
LNS14000000,2003,Nov,5.8,2003-11-01
LNS14000000,2003,Dec,5.7,2003-12-01
LNS14000000,2004,Jan,5.7,2004-01-01
LNS14000000,2004,Feb,5.6,2004-02-01
LNS14000000,2004,Mar,5.8,2004-03-01
LNS14000000,2004,Apr,5.6,2004-04-01
LNS14000000,2004,May,5.6,2004-05-01
LNS14000000,2004,Jun,5.6,2004-06-01
LNS14000000,2004,Jul,5.5,2004-07-01
LNS14000000,2004,Aug,5.4,2004-08-01
LNS14000000,2004,Sep,5.4,2004-09-01
LNS14000000,2004,Oct,5.5,2004-10-01
LNS14000000,2004,Nov,5.4,2004-11-01
LNS14000000,2004,Dec,5.4,2004-12-01
LNS14000000,2005,Jan,5.3,2005-01-01
LNS14000000,2005,Feb,5.4,2005-02-01
LNS14000000,2005,Mar,5.2,2005-03-01
LNS14000000,2005,Apr,5.2,2005-04-01
LNS14000000,2005,May,5.1,2005-05-01
LNS14000000,2005,Jun,5.0,2005-06-01
LNS14000000,2005,Jul,5.0,2005-07-01
LNS14000000,2005,Aug,4.9,2005-08-01
LNS14000000,2005,Sep,5.0,2005-09-01
LNS14000000,2005,Oct,5.0,2005-10-01
LNS14000000,2005,Nov,5.0,2005-11-01
LNS14000000,2005,Dec,4.9,2005-12-01
LNS14000000,2006,Jan,4.7,2006-01-01
LNS14000000,2006,Feb,4.8,2006-02-01
LNS14000000,2006,Mar,4.7,2006-03-01
LNS14000000,2006,Apr,4.7,2006-04-01
LNS14000000,2006,May,4.6,2006-05-01
LNS14000000,2006,Jun,4.6,2006-06-01
LNS14000000,2006,Jul,4.7,2006-07-01
LNS14000000,2006,Aug,4.7,2006-08-01
LNS14000000,2006,Sep,4.5,2006-09-01
LNS14000000,2006,Oct,4.4,2006-10-01
LNS14000000,2006,Nov,4.5,2006-11-01
LNS14000000,2006,Dec,4.4,2006-12-01
LNS14000000,2007,Jan,4.6,2007-01-01
LNS14000000,2007,Feb,4.5,2007-02-01
LNS14000000,2007,Mar,4.4,2007-03-01
LNS14000000,2007,Apr,4.5,2007-04-01
LNS14000000,2007,May,4.4,2007-05-01
LNS14000000,2007,Jun,4.6,2007-06-01
LNS14000000,2007,Jul,4.6,2007-07-01
LNS14000000,2007,Aug,4.6,2007-08-01
LNS14000000,2007,Sep,4.7,2007-09-01
LNS14000000,2007,Oct,4.7,2007-10-01
LNS14000000,2007,Nov,4.7,2007-11-01
LNS14000000,2007,Dec,5.0,2007-12-01
LNS14000000,2008,Jan,5.0,2008-01-01
LNS14000000,2008,Feb,4.8,2008-02-01
LNS14000000,2008,Mar,5.1,2008-03-01
LNS14000000,2008,Apr,5.0,2008-04-01
LNS14000000,2008,May,5.4,2008-05-01
LNS14000000,2008,Jun,5.5,2008-06-01
LNS14000000,2008,Jul,5.8,2008-07-01
LNS14000000,2008,Aug,6.1,2008-08-01
LNS14000000,2008,Sep,6.2,2008-09-01
LNS14000000,2008,Oct,6.6,2008-10-01
LNS14000000,2008,Nov,6.9,2008-11-01
LNS14000000,2008,Dec,7.4,2008-12-01
LNS14000000,2009,Jan,7.7,2009-01-01
LNS14000000,2009,Feb,8.2,2009-02-01
LNS14000000,2009,Mar,8.6,2009-03-01
LNS14000000,2009,Apr,8.9,2009-04-01
LNS14000000,2009,May,9.4,2009-05-01
LNS14000000,2009,Jun,9.5,2009-06-01
LNS14000000,2009,Jul,9.4,2009-07-01
LNS14000000,2009,Aug,9.7,2009-08-01
LNS14000000,2009,Sep,9.8,2009-09-01
LNS14000000,2009,Oct,10.1,2009-10-01
LNS14000000,2009,Nov,10.0,2009-11-01
LNS14000000,2009,Dec,10.0,2009-12-01
LNS14000000,2010,Jan,9.7,2010-01-01
LNS14000000,2010,Feb,9.7,2010-02-01
